canddt_name_2019,canddt_sex_2019,canddt_age_2019,canddt_category_2019
Archana Mishra,F,33,GEN
ARE SAYANNA,M,37,SC
Arfan Ali,M,37,GEN
ARIF ISAIN HUSAIN,M,38,GEN
ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,M,80,GEN
ARIVAZHAGAN. P.,M,47,GEN
ARJUN,M,51,GEN
Arjun (Dada) Salgar,M,39,GEN
ARJUN KESHARI,M,27,GEN
ARJUN KUMAR,M,40,GEN
ARJUN MUNDA,M,50,ST
Arjun Pandey,M,66,GEN
ARJUN PUJHAR,M,44,ST
ARJUN RAM,M,33,SC
ARJUN RAM MEGHWAL,M,65,SC
Arjun Ray,M,47,GEN
ARJUN SINGH,M,46,GEN
ARJUN SINGH,M,57,GEN
ARJUN SINGH CHAUTALA,M,26,GEN
ARJUN SINGH LODHI,M,50,GEN
ARJUNLAL MEENA,M,54,ST
Arjunsing Diwansing Vasave,M,54,ST
ARMOOR SAGAR,M,34,GEN
Aroon Barooa,M,62,GEN
Arora Surinder Mohan,M,64,GEN
Arpit,M,35,SC
Arpita Ghosh,F,52,GEN
ARSHAD ILIYAS SIDDIQUI,M,63,GEN
Arshad Warsi,M,37,GEN
Arsham Ashok,M,31,SC
ARTI AGARWAL,F,39,GEN
ARTI DEVI,F,29,SC
ARTI SHARMA,F,36,GEN
ARUL R,M,44,GEN
"ARULMOZHITHEVAN, K.",M,36,GEN
ARUMUGAM .P,M,43,SC
ARUMUGAM V,M,51,SC
"ARUMUGAM, S.",M,48,SC
"ARUMUKAM, P.",M,43,SC
Arun Chintaman Chavhan,M,32,GEN
ARUN GAUTAM,M,45,GEN
Arun Kankar Wankhede,M,63,SC
ARUN KUMAR,M,60,GEN
ARUN KUMAR,M,46,GEN
Arun Kumar,M,30,GEN
ARUN KUMAR,M,40,GEN
Arun Kumar,M,33,GEN
Arun Kumar Bhaumik,M,64,GEN
ARUN KUMAR JOSHI,M,49,SC
Arun Kumar Mypathi,M,33,ST
Arun Kumar Sagar,M,42,SC
ARUN KUMAR YADAV,M,51,GEN
"ARUN KUMAR,A.",M,30,GEN
Arun Kumari Kori,F,46,SC
Arun Manohar Thakare,M,61,SC
Arun Motiramji Wankhade,M,56,SC
Arun Prasad A,M,45,GEN
Arun Ramrao Sontakke,M,40,SC
Arun Sakharam Kinwatkar,M,68,ST
ARUN SAO,M,51,GEN
Arun Shanker Shukla,M,61,GEN
ARUN SUBHASH CHANDRA YADAV,M,45,GEN
ARUNA D.K,F,59,GEN
ARUNACHALAM A,M,68,GEN
ARUNACHALAM Y,M,34,SC
Arunachalam. A,M,44,GEN
ARUNKUMAR SAHU,M,41,GEN
ARUP KALITA,M,51,GEN
Arup Mohan Patnaik,M,63,GEN
ARVIND,M,60,GEN
ARVIND DHARMAPURI,M,43,GEN
Arvind Ganpat Sawant,M,67,GEN
Arvind Kisanrao Kamble,M,27,SC
ARVIND KUMAR,M,39,GEN
Arvind Kumar,M,28,GEN
Arvind Kumar Pandey,M,41,GEN
Arvind Kumar Pandey @ Chote Baba,M,33,GEN
ARVIND KUMAR PRAJAPATI,M,40,GEN
ARVIND KUMAR SHARMA,M,53,GEN
ARVIND KUMAR SHARMA,M,56,GEN
Arvind Kumar Singh,M,55,GEN
Arvind Nanaji Raut,M,59,GEN
ARVIND PASWAN,M,33,SC
ARVIND PREMANAND,M,45,GEN
Arvind Shamrao Lillore,M,40,GEN
ARVIND YADAV,M,46,GEN
ARVINDBHAI BHANABHAI RATHOD,M,49,ST
ARVINDER SINGH LOVELY,M,50,GEN
ARYA RAVI PARIHAR,M,42,GEN
Aryanraje Kisanrao Shinde,M,38,SC
Asad Alam,M,38,GEN
ASADI. VENKATADRI,M,60,SC
Asadkhan Mohammadkhan,M,57,GEN
ASADUDDIN OWAISI,M,49,GEN
ASAIMANI. S,M,64,GEN
Asaithambi. P,M,47,SC
ASAN ALI. A,M,32,GEN
Asgar Ali Karbalai,M,54,ST
Asha Devi,F,25,SC
Asha Devi,F,33,SC
Asha Devi Poya,F,44,ST
Asha Makade,F,49,GEN
Ashahak Ali Dewan,M,65,GEN
Ashang Kasar,M,43,ST
ASHARAM RATNAKAR,M,38,SC
ASHARANI.V.,F,42,GEN
Ashish Garg,M,38,GEN
ASHISH KUMAR,M,38,GEN
Ashish Kumar Singh Chauhan,M,35,GEN
Ashish Kumar Tripathi,M,27,GEN
ASHISH RATRE,F,52,SC
Ashitava Dutta,M,44,GEN
Ashok,M,48,SC
ASHOK AGARWALA (LALU DA),M,52,GEN
ASHOK ANAJI WAKCHAURE,M,50,SC
ASHOK BAITHA,M,48,SC
Ashok Bhagoji Thorat,M,36,SC
ASHOK BHALAVI,M,44,ST
ASHOK CHAKRAVARTHI M.B,M,38,SC
ASHOK CHAVDA,M,34,SC
Ashok Daulatsing Padvi,M,42,ST
Ashok Gajapathi Raju Pusapati,M,67,GEN
ASHOK JAGDISH JADHAV,M,56,SC
ASHOK KHAN,M,44,GEN
Ashok Kumar,M,42,GEN
Ashok Kumar,M,34,GEN
ASHOK KUMAR,M,41,GEN
Ashok Kumar,M,55,GEN
ASHOK KUMAR,M,51,GEN
ASHOK KUMAR,M,67,GEN
ASHOK KUMAR ADHANA,M,37,GEN
Ashok Kumar Azad,M,46,GEN
ASHOK KUMAR DOHARE,M,45,SC
ASHOK KUMAR GUPTA,M,67,GEN
ASHOK KUMAR KANAUJIYA,M,55,SC
ASHOK KUMAR MISHRA,M,58,GEN
Ashok Kumar Murmu,M,60,ST
ASHOK KUMAR PANDEY,M,35,GEN
ASHOK KUMAR PASWAN,M,27,SC
Ashok Kumar Rawat,M,52,SC
ASHOK KUMAR SAH,M,64,GEN
ASHOK KUMAR SINGH,M,45,GEN
ASHOK KUMAR YADAV,M,49,GEN
"ASHOK KUMAR, R.",M,48,SC
ASHOK MAHADEORAO NETE,M,55,ST
ASHOK NANJI SONDARVA,M,52,SC
Ashok Paswan,M,42,SC
Ashok Patel (Adhevada),M,45,GEN
ASHOK PRADHAN,M,54,GEN
ASHOK PRATAP MAURYA,M,53,GEN
ASHOK RAJORIYA,M,46,GEN
Ashok Shankarrao Chavan,M,60,GEN
ASHOK SHARMA,M,55,GEN
Ashok Sharma,M,62,GEN
ASHOK SINGH,M,27,SC
ASHOK SINGH,M,56,SC
ASHOK SINGH LODHI,M,55,GEN
ASHOK SONI,M,40,GEN
ASHOK SURANA,M,44,GEN
Ashok Tanwar,M,43,SC
ASHOK TRIPATHI,M,45,GEN
Ashok Tryambak Jadhav (Sir),M,46,ST
ASHOK VISHWAKARMA,M,37,GEN
Ashokchandra Bhikhubhai Parmar,M,58,SC
ASHOKE BAIRAGI,M,31,SC
Ashoke Sarkar,M,65,GEN
Ashokrao Shankarrao Chavan,M,28,GEN
ASHRAF ALI,M,52,GEN
Ashraf Hussain,M,39,GEN
Ashtul Vikas Rajaram,M,50,SC
Ashutosh,M,47,GEN
Ashutosh Bhattacharjee,M,42,GEN
ASHUTOSH KUMAR,M,25,GEN
ASHUTOSH KUMAR HANUMAN,M,29,GEN
ASHUTOSH KUMAR PANDEY,M,38,GEN
ASHUTOSH S KAMBALE,M,27,SC
ASHWANI,M,35,GEN
Ashwani Kumar,M,46,GEN
Ashwani Kumar,M,39,GEN
ASHWANI KUMAR DUBEY,M,48,GEN
ASHWANI KUMAR HAPPY,M,35,SC
ASHWATHNARAYANGOWDA,M,59,GEN
Ashwini Kumar Choubey,M,66,GEN
ASHWINI SHARMA HRITTWAL,M,55,GEN
Asif Khan,M,48,GEN
ASIM ALI,M,28,GEN
ASISH SINGHA,M,30,GEN
ASIT KUMAR HALDAR,M,40,SC
ASIT KUMAR MAL,M,63,SC
Asit Kumar Singh,M,49,ST
Asjadullah Imran,M,49,GEN
ASLAM,M,47,GEN
Aslam Badshahaji Sayyad,M,56,GEN
ASLI GANESH,M,29,ST
ASMAN DATT MISHRA,M,55,GEN
Asmita Pushkar Puranik,F,40,GEN
ASWATHI RAJAPPAN,THIRD,25,SC
ATAL SHRIVASTAV,M,51,GEN
ATAM PARKASH,M,62,GEN
ATANU CHATTERJEE,M,30,GEN
Atar Singh,M,59,GEN
ATEEK AHMAD,M,54,GEN
Athawale Sanjay Hiramanji,M,55,SC
ATISHI,F,37,GEN
Atma Ram Supkar,M,60,GEN
ATROLIYA KARABHAI GAGANBHAI,M,40,GEN
ATTINGAL AJITH KUMAR,M,51,SC
Atul Kumar,M,46,GEN
Atul Kumar Dwivedi,M,35,GEN
ATUL KUMAR SINGH,M,64,GEN
ATUL KUMAR SINGH,M,36,GEN
Atulbhai Nanubhai Kathiriya,M,34,GEN
Autade Vilas Keshavrao,M,50,GEN
AVADHESH KUMAR SINGH,M,46,GEN
AVASH MUNSHI,M,54,GEN
Avdhesh Kumar,M,46,SC
AVIJIT CHAKRABORTY,M,49,GEN
AVIJIT KHAMARU,M,35,GEN
AVIMANYU SETHI,M,49,SC
Avinash Chandra Jain,M,69,GEN
AVINASH KUMAR,M,27,GEN
AVINASH KUMAR,M,35,GEN
AVINASH SINGH SHARMA,M,48,GEN
Avinash Vasant Patil,M,51,GEN
AVISHEK EKKA,M,31,ST
Avtar Singh,M,59,SC
AVTAR SINGH BHADANA,M,62,GEN
AVUTAPALLI RAMBABU,M,62,GEN
Awadhesh Kumar Singh,M,63,GEN
Aware Siddheshwar Bharat,M,27,GEN
AYAN MANDAL,M,30,GEN
AYESHA KHATUN,F,49,GEN
AYILENI VIKRAM REDDY,M,39,GEN
Ayodhi L,M,54,GEN
Ayodhya,M,38,GEN
AYUB KHAN,M,43,GEN
AYUB KHAN,M,51,GEN
AYUBAKHAN A PATHAN,M,64,GEN
AYUSHMAN DOCTOR SANJEEV KUMAR,M,52,GEN
AYYAJI VEMA MANEPALLI,M,58,SC
"AYYANAR, C.",M,56,SC
AYYAPPAN M,M,27,GEN
AZAD SINGH NANGALIA,M,60,SC
Azeez Khan M.A.,M,57,GEN
Azgor Ali,M,38,GEN
Azimuddin,M,75,GEN
B DEVADATHAN,M,70,GEN
B N CHANDRAPPA,M,64,SC
B V TIPPESWAMY GOSHALE,M,48,GEN
B YOSEF,M,53,SC
B. BALA RAJU,M,39,SC
B. D. Borkar,M,67,GEN
B. DEVADATHAN,M,70,GEN
B. ESHWARAPPA,M,40,ST
B. G. Sangannavar,M,36,GEN
B. GANESAN,M,44,GEN
B. GEETHA,F,34,GEN
B. GOPAL,M,50,GEN
B. Janardhan Reddy,M,58,GEN
B. JAYA VENU GOPAL,M,30,GEN
B. K. Gadhavi,M,74,GEN
B. Krishna Prasad,M,64,GEN
B. KRISHNARAJA,M,44,GEN
B. Parvathi,F,41,ST
B. RAGHU,M,35,ST
B. S. MALLIKARJUNAIAH,M,45,GEN
B. SRINIVAS,M,38,GEN
B. V NAIK,M,53,ST
B. VENKANAGOUDA NAYAKA,M,37,ST
B.B.PATIL,M,63,GEN
B.C. RAMANATHA REDDY,M,54,GEN
B.CHIKKA NAGESHA,M,60,SC
B.GOVINDAN,M,51,GEN
B.K.HARIPRASAD,M,64,GEN
B.KARTHIKEYAN,M,43,GEN
B.N.Bache Gowda,M,76,GEN
B.RAJI,M,28,GEN
B.SREENIVASULU,M,41,GEN
B.Y.RAGHAVENDRA.,M,46,GEN
BAAKI RENUKA,F,34,SC
Baalu.T.R.,M,77,GEN
BABA ABDUL HAMEED,M,74,GEN
BABA AMARJIT SINGH KHALSA,M,41,GEN
BABA BUKHARI,M,65,GEN
BABA SUKHWINDER SINGH GILL,M,43,GEN
BABAJI BALARAM PATIL,M,52,GEN
BABAN BHUIYA,M,31,SC
Babita Wadhwani,F,45,GEN
BABLOO RAM,M,47,SC
Bablu Gupta,M,34,GEN
BABOO RAJENDRA DHOKE,M,62,SC
BABU B,M,27,SC
Babu G,M,33,SC
BABU LAL,M,36,SC
Babu Lal,M,63,SC
BABU LAL MARANDI,M,61,ST
Babu Mani,M,52,GEN
BABU RAM JAMOR,M,67,SC
BABUBHAI CHHAGANBHAI TALAVIYA,M,65,ST
BABUL SUPRIYO,M,48,GEN
BABULAL,M,56,SC
BABULAL AMARSHI VAGHELA,M,55,SC
BABULAL KOL,M,42,ST
BABULAL MALVIYA,M,56,SC
BABY K. A.,M,48,GEN
BACHACHA LAL,M,41,SC
Bachan Singh Rana,M,52,GEN
Bachi Singh,M,32,GEN
"BACKIYARAJ, K.",M,49,GEN
Badal Mondal,M,49,GEN
Badal Singh,M,35,SC
BADARUDDOZA KHAN,M,64,GEN
BADDAM ASHOK,M,29,GEN
BADDAM DEVENDAR,M,37,GEN
BADDAM GANGADHAR,M,45,GEN
BADDAM INDRASENA REDDY,M,33,GEN
BADDAM SRINIVASA REDDY,M,44,GEN
BADDAM SURESH,M,31,GEN
Baddy Hemantkumar Reddy,M,50,SC
BADREE LAL,M,58,GEN
BADRI KUMAR PURBEY,M,46,GEN
Badri Nath,M,62,SC
BADRI PRASAD KUSHWAHA,M,63,GEN
"BADRILAL ""AKELA""",M,43,SC
BADRIRAM JAKHAR,M,69,GEN
BADRODDIN KAMDOD,M,43,GEN
BADRUDDIN AJMAL,M,63,GEN
Badrul Islam Barbhuiya,M,44,GEN
BAGAVATHIKESAN T,M,44,GEN
BAGENDRA RAM,M,34,GEN
BAGGA SINGH KAHNE-KE,M,28,SC
BAGHRAI SOREN,M,64,ST
Bahadur,M,39,GEN
BAHAN KESHKALI KOL,F,31,ST
BAI SAYANNA,M,47,SC
BAIDHNATH PAHADIYA,M,31,ST
BAIDU RAM KASHYAP,M,46,ST
BAIDYA SHEKHU RAM VERMA (GURUJI),M,52,GEN
BAIDYANATH PRASAD MAHTO,M,62,GEN
BAIDYANATH SAH,M,53,GEN
BAIJAYANT PANDA,M,55,GEN
Bajarang Digambar Sonawane,M,68,GEN
Bajirao Sadashiv Naik,M,39,SC
Bajrang Lal Meena,M,48,ST
Bajrang Manohar Sonwane,M,48,GEN
BAJRANG VATS,M,29,GEN
Bajrangi Mahtha,M,34,SC
BAJUDDEEN BAJ,M,80,GEN
BAKKASETTY GANGADHAR,M,52,GEN
BAL KRISHAN,M,58,GEN
BAL RAM SINGH TOMAR,M,30,GEN
Bala Kalyan Panja,M,36,SC
"BALA MURUGAN, P.",M,36,GEN
BALABHADRA MAJHI,M,57,ST
"BALACHANDAR, N.",M,33,GEN
BALACHANDRAN T,M,58,GEN
BALAJI DYAMANNA WADDAR (YATNAL),M,34,SC
BALAJI. G,M,32,GEN
Balak Nath,M,35,GEN
Balak Nath Sahani,M,49,GEN
BALAKRISHNA ARJUN PATIL,M,39,GEN
BALAKRISHNAN,M,36,GEN
BALAMANI BURU,F,32,SC
Balamurugan. S,M,40,GEN
BALARAJ. YADAV,M,34,GEN
Balaram Naik Porika,M,55,ST
BALARAM VITTHAL MHATRE,M,57,GEN
Balasaheb Jagannath Sable,M,48,GEN
Balasaheb Misal Patil,M,44,GEN
BALASHOWRY VALLABHANENI,M,50,GEN
BALASUBRAMANIAN. E,M,42,SC
BALBIR SINGH,M,56,GEN
BALBIR SINGH JAKHAR,M,47,GEN
BALDAU PRASAD SAHU,M,46,GEN
Baldeep Singh,M,36,GEN
BALDEV PRASAD SAINI,M,33,GEN
BALENDRA DAS,M,47,SC
BALIJA. SHIVA KUMAR,M,40,GEN
BALIJE LAXMI RAJAM,M,58,SC
Baliram Sukur Jadhav,M,63,ST
BALJEET KAUR,F,33,GEN
Baljinder Kumar Sangila,M,55,GEN
Baljinder Sodhi,M,34,SC
BALJIT KAUR,F,42,GEN
BALJIT SINGH,M,54,GEN
BALKAR SINGH,M,46,SC
BALKAR SINGH,M,49,SC
BALKESH PRASAD PASWAN,M,54,SC
BALKRISHNA,M,70,GEN
BALKRUSHNA DHANAJI GHARAT,M,54,GEN
BALKUMAR PATEL,M,59,GEN
Balli Durga Prasad Rao,M,63,SC
Balmiki Prasad Gupta,M,41,GEN
BALMUKUND,M,26,SC
Balpande Rajesh Marotrao,M,43,GEN
Balsingh Daravath,M,33,ST
Balu Nayak Bhukya,M,38,ST
Balubhau alias Suresh Narayan Dhanorkar,M,43,GEN
BALVEER SINGH,M,74,GEN
Balveer Singh Chandel,M,68,GEN
BALWAN POONIA,M,41,GEN
Balwan Singh,M,37,GEN
Balwan Singh,M,45,GEN
BALWANT SINGH KHALSA,M,64,GEN
BALWINDER KAUR,F,35,SC
Balwinder Kumar,M,40,SC
BALWINDER SINGH,M,46,SC
BALWINDER SINGH SANDHU,M,61,GEN
BAMAPADA BAURI,M,58,SC
BANALA LAXMA REDDY,M,47,GEN
BANAMALI MAJHI,M,45,ST
Bandan Kumar Singh,M,27,GEN
Bandana Gupta,F,37,GEN
BANDARU NAGARAJU,M,25,SC
BANDARU RAJESWARA RAO,M,59,GEN
BANDEEP SINGH,M,35,SC
Bandey Mili,M,38,ST
BANDI RAVINDHAR,M,38,SC
BANDI SANJAY KUMAR,M,47,GEN
BANDIMATH SHARANAYYA,M,37,GEN
BANDREDDI RAMAKRISHNA,M,44,GEN
BANDYOPADHYAY SUDIP,M,70,GEN
BANESINGH PARMAR,M,39,SC
Bangaru Krishna,M,33,SC
Bani Chakraborty,F,46,GEN
Banmali Chhura,M,36,SC
BANSHI SINGH,M,58,SC
BANSI LAL,M,53,GEN
Bansilal Kataria,M,59,SC
Banwari Lal,M,57,GEN
BANWARI LAL MEENA,M,34,ST
Bapu Kelu Barde,M,53,ST
BAPU PARAJI RANDHIR,M,53,SC
BAPULAL,M,31,ST
Barde Dattu Kashinath,M,30,ST
Bargava Reddy D,M,31,GEN
BARHM DEV JHA,M,53,GEN
BARJURAM SINGH SARDAR,M,66,ST
BARKATH ALI,M,50,GEN
BARLA SANTHOSH,M,40,GEN
BARLA SRINIVAS,M,30,SC
Barman Khokan,M,39,SC
BARNAD HEMBROM,M,46,ST
BAROT KULDIPKUMAR BHARATKUMAR,M,30,GEN
Bas Deo Maurya,M,57,GEN
Basanagouda Ramanagouda Meti,M,47,GEN
BASANT SINGH,M,28,GEN
BASANTA KUMAR PANDA,M,58,GEN
BASANTALATA PATTANAYAK,F,66,GEN
BASAVARAJ. S. DESAI,M,47,GEN
Basil Ekka,M,50,ST
BASKAR B,M,44,GEN
BASKARAN.S,M,42,GEN
BASUDEB SIKARI,M,42,SC
BASUDEO HAZARIKA,M,54,GEN
BASUKINATH SAH,M,30,GEN
Baswaiah Madiga,M,47,SC
BATHNATHE SHANKAR,M,42,GEN
BATHULA RAVI,M,48,SC
BATHVAR NANJI AMARSHI,M,56,SC
BAUDHACHARYA KHAJAN SINGH GAUTAM,M,46,SC
BAXI MRUDUL ASHWINKUMAR,M,30,GEN
BAYAS KUMAR,M,28,GEN
Beeda Masthan Rao,M,60,GEN
Beena Devi (W/o Ajit Kumar Ray),F,34,GEN
BEERAMGANTI VENKAT RAMESH NAIDU,M,59,GEN
Beerendra Kanaujiya,M,27,SC
BEJJENKI LINGA REDDY,M,34,GEN
BELLAMKONDA SAIBABU,M,49,GEN
Bellana Chandra Sekhar,M,57,GEN
BENI PRASAD,M,61,SC
BENJAMIN RAJU,M,49,GEN
Bennala Julee,F,34,GEN
BENNY BEHANAN,M,66,GEN
BETA MAM CHAND RATTUWALA,M,35,SC
BETHA VIVEKANANDA MAHARAJ,M,33,GEN
BHABEN BARUAH,M,59,GEN
BHABHOR DHULABHAI DITABHAI,M,64,ST
Bhadreswar Barman,M,45,GEN
BHAGALPURI YADAV,M,37,GEN
BHAGAWANT SADANAND KAMAT,M,57,GEN
BHAGCHARAN WARKADE,M,39,ST
BHAGIRATH CHANDRA ROY,M,62,SC
Bhagirath Chaudhary,M,64,GEN
Bhagirath Singh Kharrte Bhadhadar,M,51,GEN
Bhagwan Sahay,M,55,GEN
BHAGWANDAS,M,51,SC
Bhagwandeen,M,57,SC
BHAGWANSINGH PYARSINGH,M,42,GEN
BHAGWANT MANN,M,45,GEN
Bhagwant Singh Samaon,M,40,SC
BHAGWANTH KHUBA,M,50,GEN
Bhagwat Prasad,M,57,GEN
BHAGWAT SARAN GANGWAR,M,63,GEN
BHAGWATI PRASAD CHAUDHARI,M,64,SC
BHAGYA.S,F,43,GEN
Bhai B.C.Kamble,M,50,SC
BHAI LAL,M,67,SC
Bhai Surender Dhanak,M,29,SC
Bhai Vikas Prakash Nandve,M,27,SC
Bhailalbhai Kalubhai Pandav,M,36,SC
BHAIRA RAM,M,47,SC
Bhaiya Lal,M,46,SC
BHAJAN SINGH GHAROO,M,62,SC
BHAKTA CHARAN DAS,M,60,SC
BHAKTA SEKHAR RAY,M,39,GEN
Bhaktraj Raghunath Thigale,M,54,GEN
BHAL CHANDRA YADAV,M,60,GEN
Bhamare Subash Shankar,M,48,GEN
Bhamre Subhash Ramrao,M,66,GEN
BHAN SINGH,M,40,ST
BHANALA LAXMANA CHARY,M,53,GEN
BHANDELA VENKATA RAJAM,M,55,GEN
BHANDERI AMARSHIBHAI CHHAGANBHAI,M,47,GEN
BHANJIBHAI SHEKHAVA,M,46,SC
Bhanpal Singh,M,65,SC
BHANTBIR SINGH,M,58,GEN
BHANTE SANGH RATAN,M,48,GEN
BHANU PRAKASH PANDEY,M,57,GEN
BHANU PRATAP SINGH VERMA,M,60,SC
BHANUBHAI NAGABHAI ODEDRA,M,49,GEN
Bhanwar Jitendra Singh,M,47,GEN
Bhanwar Lal Joshi,M,45,GEN
Bhanwar Lal Kumawat,M,51,GEN
Bhanwer Lal Mali,M,55,GEN
Bhanwerlal,M,62,SC
BHARAT,M,49,GEN
BHARAT BASNETT,M,58,GEN
Bharat Bhushan Pandey,M,45,GEN
BHARAT CHANDRA SINGH,M,43,ST
BHARAT DONG,M,75,GEN
BHARAT MATHUKUMILLI,M,29,GEN
BHARAT RAM MEGHWAL,M,63,SC
BHARAT RAMJIBHAI DAGARA,M,33,SC
Bharat Singh,M,58,GEN
BHARAT SINGH POOSAM,M,40,ST
BHARATBHAI MADHAVSINH SOLANKI,M,65,GEN
BHARATBHAI SOLANKI,M,38,GEN
Bharatesh,M,42,GEN
BHARATHARAJ. S,M,52,SC
BHARATI GHOSH,F,56,GEN
BHARGAV SURESHCHANDRA JOSHI,M,46,GEN
BHARKHANI KARABHAI JIVABHAI,M,50,GEN
Bharti Meena,F,30,ST
BHARTRUHARI MAHTAB,M,62,GEN
Bharvad Saileshkumar Kalidas,M,42,GEN
BHASKAR FAKIRA PATOLE,M,38,SC
BHASKAR GHOSH,M,39,GEN
Bhaskar Mohan Gaud,M,36,GEN
BHASKAR MUTUKA,M,61,ST
"Bhaskar Naik Bhukya. Dr,,",M,51,ST
BHASKAR PAUL,M,32,GEN
BHATHANIYA FARIDBHAI AMIJIBHAI,M,32,GEN
BHATT ASHISHKUMAR MANOJKUMAR,M,42,GEN
Bhatt Sunilkumar Narendrabhai,M,38,GEN
BHAURAO VITHOBA FULZELE,M,59,SC
Bhausaheb Ramchandra Adagale,M,58,SC
BHAVANA KISHORE SANGELIYA,F,34,SC
Bhavana Pundlikrao Gawali,F,46,GEN
BHAVANBHAI DEVJIBHAI VORA,M,50,SC
BHAVANI SHANKAR SAINI (MONU SAINI),M,33,GEN
Bhavaram,M,33,ST
BHAVNABA JADEJA,F,32,GEN
BHAVYA BISHNOI,M,26,GEN
Bhawani Singh,THIRD,46,SC
BHAWESH KUMAR MISHRA,M,43,GEN
Bheemrao,M,33,ST
BHEESHMA SHANKAR,M,54,GEN
Bheraram Barar (Meghwal),M,48,SC
BHERARAM JAKHAR,M,55,GEN
BHIKHLABHAI VANSABHAI KHULAT,M,51,ST
Bhikuram Kashiram Palkar,M,63,SC
Bhim Kumar Gupta,M,41,GEN
BHIM SINGH,M,60,SC
BHIM SINGH KUNTAL,M,52,GEN
BHIMA SEN BEHERA,M,54,SC
Bhimanaboina Ramesh Yadav,M,32,GEN
Bhinge Yashpal Narsingrao,M,42,GEN
Bhisham Kumar Ray,M,39,GEN
BHISHM JIT SINGH,M,25,GEN
BHITORA BHAVESH CHIMANBHAI,M,34,SC
BHOGILAL J. RATHOD (ADVOCATE),M,47,SC
BHOJRAJ,M,63,SC
BHOJRAM BANJARE,M,60,SC
BHOLA RAM SAHU,M,60,GEN
BHOLA RAY,M,57,GEN
Bhola Singh,M,43,SC
BHOLA SINGH,M,42,SC
Bhola Singh Sahota,M,47,SC
Bholanath (B.P. Saroj),M,58,SC
Bhondave Tai Maruti,F,55,ST
BHOOPAT KUMAR ADIWASI,M,25,ST
BHOOPENDRA SINGH CHAUHAN (BABLU RAJA),M,50,GEN
BHORANIYA SHOYABBHAI HASAMBHAI,M,52,GEN
Bhosale Sanjay Sushil,M,51,GEN
BHRUGU BAXIPATRA,M,44,GEN
BHUBANESWAR KALITA,M,67,GEN
BHUBNESHWAR PRASAD MEHTA,M,73,GEN
BHUDEO CHOUDHARY,M,56,SC
BHUMA KISHOR REDDY,M,35,GEN
BHUPATBHAI LALJIBHAI SOLANKI,M,36,SC
BHUPEN NARAH,M,56,ST
BHUPENDRA KUMAR,M,31,SC
BHUPINDER KAUR,F,55,GEN
Bhupinder Singh Bhainda Waring,M,41,GEN
BHUPINDER SINGH HOODA,M,72,GEN
BHUSHAN PRASAD SHUKLA,M,57,GEN
BHUT ASHOKBHAI BHIMJIBHAI,M,66,GEN
BIBHU PRASAD TARAI,M,55,SC
BIBHUTI BHUSAN MAJHI,M,47,SC
BIBHUTI SARDAR,M,64,ST
Bibhuti Tudu,M,42,ST
BIBI JAGIR KAUR,F,65,GEN
BIDDIKA RAMAYYA.,M,57,ST
BIDYADHAR PRASAD,M,36,GEN
Bidyut Baran Mahato,M,56,GEN
BIDYUT BISWAS,M,37,SC
Bijay bahadur Singh,M,58,GEN
BIJAYA KUMAR BEHERA,M,48,SC
BIJENDER,M,38,GEN
BIJENDER,M,54,GEN
BIJENDER KUMAR,M,40,SC
BIJENDRA SINGH CHAUDHARY,M,62,GEN
BIJNAN KUMAR BERA,M,59,GEN
BIJOY CHANDRA BARMAN,M,62,SC
Bijoy DebBarma,M,65,ST
BIJOY DOLUI,M,48,SC
BIJOY KUMAR TIRU,M,68,GEN
Biju Kakkathode,M,28,ST
BIJU KRISHNAN,M,49,GEN
BIKASH RANJAN BHATTACHARYYA,M,68,GEN
Bilal Sultan,M,46,GEN
BILLA CHENNAIAH,M,49,SC
BIMAL KRISHNA MANDAL,M,59,SC
Bimal Shah,M,58,GEN
Bimla Devi Meena,F,61,ST
BINAY KUMAR MALIK,M,42,SC
BINAY OCEAN,M,27,SC
Bindu,F,51,GEN
BINDU DEVI,F,48,GEN
Binod Kumar Bikrant,M,43,SC
BINOD KUMAR JAISWAL,M,56,GEN
Binod Kumar Sahu,M,50,GEN
BINOY KUMAR DAS,M,73,GEN
BINTU KUMAR TAANK ( B.K. TAANK),M,42,SC
BINU BABY,M,43,GEN
BINU. D,M,42,SC
Bipeen Kumar Singhwait,M,29,GEN
BIPIN NATH TIWARI ALIAS BIPIN TIWARI,M,45,GEN
Biplab Bhatta,M,50,GEN
BIPLAB MISTRI,M,49,SC
Bir Devinder Singh,M,70,GEN
BIR SINGH MAHATO,M,73,GEN
BIRAJ ADHIKARI,M,57,GEN
Biraj Deka,M,26,ST
Birbaha Hansda,F,37,ST
Birbaha Saren,F,48,ST
BIRDHI LAL CHHANWAL,M,65,ST
BIREN BASAK,M,44,GEN
Biren Mahanta,M,43,GEN
BIREN SINGH ENGTI,M,76,ST
Birendra Kumar,M,36,GEN
BIRESH THAKUR,M,52,ST
BIRJA,M,46,GEN
BIRJU NAYAK,M,44,GEN
BISHANARAM,M,41,SC
BISHOP GODFREY NOBLE,M,49,GEN
BISHWESWAR TUDU,M,54,ST
BISRAM UIKEY,M,44,ST
BISWAJIT GOSWAMI,M,27,GEN
BISWANATH GHOSH,M,69,GEN
